Datetime,Close,High,Low,Open,Volume
2020-04-20 00:00:00,167.56370544433594,171.09569728029905,167.4967105283148,169.06648305481082,36669600
2020-04-21 00:00:00,160.6337432861328,166.23323015638763,158.99696121305,166.07051152310385,56203700
2020-04-22 00:00:00,166.0896759033203,166.54911765561974,163.5052959642249,164.05088030656984,34620200
2020-04-23 00:00:00,164.07957458496094,167.56370454484113,163.59141869523893,166.65438768105864,32790800
2020-04-24 00:00:00,167.0755615234375,167.0851280534436,163.3999984573585,164.69218106687302,34277600
2020-04-27 00:00:00,166.59693908691406,169.3248893473687,165.87905513331236,169.02816631674182,33194400
2020-04-28 00:00:00,162.53851318359375,168.14758096614784,162.13649988106928,168.07100491727823,34392700
2020-04-29 00:00:00,169.83224487304688,170.07153959756306,164.51991367310004,165.80252989121303,51286600
2020-04-30 00:00:00,171.53604125976562,172.6750719098896,168.68363755263613,172.2922061827511,53875900
2020-05-01 00:00:00,167.0946807861328,170.99039022327574,166.5586484837286,168.27200641389507,39370500
2020-05-04 00:00:00,171.18182373046875,171.3349758174979,166.35764983214517,167.01810542774493,30372900
2020-05-05 00:00:00,173.0196533203125,175.78589976691757,172.19647887917444,172.8856488580524,36839200
2020-05-06 00:00:00,174.72340393066406,176.31232417307075,173.85238236161905,174.28310988132503,32139300
2020-05-07 00:00:00,175.73805236816406,176.6473694046006,174.76172579795454,176.2836367478696,28316000
2020-05-08 00:00:00,176.771728515625,177.07803266379074,175.50826041790555,177.05888500318397,30877800
2020-05-11 00:00:00,178.74354553222656,179.48056257343904,175.0201211851634,175.3072630945256,30892700
2020-05-12 00:00:00,174.69467163085938,179.0306897835958,174.49367229167643,178.80097625310097,32038200
2020-05-13 00:00:00,172.05288696289062,176.16875866805987,168.9803366302558,174.7329904875629,44711500
2020-05-14 00:00:00,172.79946899414062,172.95262109094764,168.1571464717192,169.93749943228426,41873900
2020-05-15 00:00:00,175.31686401367188,179.04985531053515,169.42063938623613,171.3924252817787,46610400
2020-05-18 00:00:00,176.99191284179688,178.22666690995933,176.0825960188385,177.7959394259672,35264500
2020-05-19 00:00:00,175.76673889160156,178.60956095328046,175.63273445054617,177.1067833021555,26799100
2020-05-20 00:00:00,178.2047119140625,178.3870846904597,176.55377840129003,177.3888383289371,31261300
2020-05-21 00:00:00,176.06427001953125,179.17417147943857,175.92989237505736,177.9551648606696,29119500
2020-05-22 00:00:00,176.14108276367188,177.0529468789474,175.21003230096608,175.83394009805284,20826900
2020-05-26 00:00:00,174.2790069580078,179.0110342377732,173.82787878314946,178.85745557270067,36073600
2020-05-27 00:00:00,174.50936889648438,174.6821485647097,169.5085860298065,172.9640182875617,39517100
2020-05-28 00:00:00,174.11581420898438,176.75538700493465,173.1367832080184,173.4823278689673,33810200
2020-05-29 00:00:00,175.89151000976562,176.87055553063638,173.16555506136842,175.39238675358726,42130400
2020-06-01 00:00:00,175.4884033203125,175.65157515719272,174.1734208050576,175.21004016334763,22622400
2020-06-02 00:00:00,177.48486328125,177.5712457776536,174.0678189491154,176.85136234882526,30794600
2020-06-03 00:00:00,177.9167938232422,178.47350544307963,176.2082716243914,177.39848418880933,27311000
2020-06-04 00:00:00,175.57472229003906,178.37746596340432,174.97962349487705,176.89931214617343,28761800
2020-06-05 00:00:00,179.6829071044922,180.19162357339377,174.70131126178967,175.2868170566097,39893600
2020-06-08 00:00:00,180.79632568359375,180.97869849717333,177.0337366873354,178.47350355740667,33211600
2020-06-09 00:00:00,182.1785125732422,183.04236687645738,179.7404990263667,180.45078932074512,29783900
2020-06-10 00:00:00,188.93577575683594,190.54832202944823,183.3398809229258,183.45507221486773,43872300
2020-06-11 00:00:00,178.79022216796875,187.89913623603275,178.59825621537857,185.37475539964854,52854700
2020-06-12 00:00:00,180.20123291015625,184.02141036884822,177.7440183982765,182.88878610959796,43373600
2020-06-15 00:00:00,181.35304260253906,183.1575551525556,176.62100106852748,177.1681195252707,32770200
2020-06-16 00:00:00,185.79713439941406,187.72641685743025,183.77186161876213,185.14443242683828,42556700
2020-06-17 00:00:00,186.44020080566406,188.43667912161857,185.9122834018671,187.19847151579805,25687800
2020-06-18 00:00:00,188.4367218017578,188.5998936460592,186.20987502902994,186.20987502902994,23061600
2020-06-19 00:00:00,187.31365966796875,191.28741555293973,186.56498208428334,190.6155272914356,44441100
2020-06-22 00:00:00,192.5160369873047,192.69839515722148,187.3904557312936,187.9279663598332,32818900
2020-06-23 00:00:00,193.80218505859375,195.76026117759088,193.34144920442478,193.97495001935977,30917400
2020-06-24 00:00:00,189.8956298828125,195.08839207499327,188.66703011055674,193.50465452912027,36740600
2020-06-25 00:00:00,192.2952117919922,192.55437386500157,187.62077453730595,189.85721360972522,27803900
2020-06-26 00:00:00,188.44630432128906,191.86334897596745,187.05453249006115,191.70977031493157,54675800
2020-06-29 00:00:00,190.47157287597656,190.55795537859805,185.77793316800526,187.91838261622823,26701600
2020-06-30 00:00:00,195.33795166015625,196.19221269128647,189.7996593627015,189.93403700874228,34310300
2020-07-01 00:00:00,196.4801483154297,198.06390038374025,193.66781121683078,194.98279337525491,32061200
2020-07-02 00:00:00,197.97755432128906,199.66689029656212,196.7681553221372,197.42084266089836,29315800
2020-07-06 00:00:00,202.23919677734375,202.65193745392168,199.73400249793642,200.44429257252568,31897600
2020-07-07 00:00:00,199.88760375976562,206.0498032802101,199.63804947903506,201.99925858935953,33600700
2020-07-08 00:00:00,204.2837371826172,204.696463349107,200.30998094536224,201.63457123980288,33600000
2020-07-09 00:00:00,205.71388244628906,207.69115979383565,202.97831973392456,207.64316463911499,33121700
2020-07-10 00:00:00,205.08998107910156,205.48352085550894,202.60398723586235,205.04198592289438,26177600
2020-07-13 00:00:00,198.7550048828125,207.13444315045686,198.20788649530527,205.8674413979546,38135600
2020-07-14 00:00:00,199.98361206054688,200.46353432165108,193.91738765007852,197.85275604955902,37591800
2020-07-15 00:00:00,199.68605041503906,202.84394713378967,196.7969236401965,201.1450182076608,32179400
2020-07-16 00:00:00,195.7314910888672,197.4400131481872,194.18614083902548,197.15205686543402,29940700
2020-07-17 00:00:00,194.73326110839844,196.80651414276153,193.30308749951638,196.25941038174207,31635300
2020-07-20 00:00:00,203.10311889648438,203.77500717297363,194.85804282692547,196.76813881286336,36884800
2020-07-21 00:00:00,200.36752319335938,205.34911808941715,199.67643403748642,205.08036282280696,37990400
2020-07-22 00:00:00,203.24710083007812,203.77501830690207,200.02202228065076,200.79949408921567,49605700
2020-07-23 00:00:00,194.40689086914062,202.45039214661074,194.03255211484185,198.87017640461835,67457000
2020-07-24 00:00:00,193.21673583984375,194.7140911881798,189.57891632293774,192.37206783983166,39827000
